0,1,2
0.885513609,-0.018711861,0
0.662765231,-0.569563695,1
-0.190366385,0.898196712,1
1.139895154,-0.184338613,0
0.51860697,0.875208892,0
-0.211403508,0.886547812,1
-0.541705454,0.002791031,1
0.873147664,-0.1756194,1
-0.787636352,-0.771216746,0
-0.71609578,0.623742097,0
0.679440987,0.384354976,1
0.649987693,0.274676712,1
-0.153624525,-1.058365055,0
-0.365230972,-0.798110881,1
0.07689153,0.875466553,1
-0.728468077,0.700335646,0
-0.580765435,-0.625597,1
0.804344418,0.044996675,1
0.499737796,-0.567971473,1
0.982640203,-0.234930049,0
0.22089827,0.958802785,0
-0.269937765,1.028369836,0
0.307952234,0.83132655,0
0.372372748,-1.101709351,0
0.750204785,0.374611428,1
0.881045858,-0.133189445,1
0.774343817,-0.663710525,0
-0.649475872,-0.139461434,1
-0.435502012,-0.833598018,0
-0.614525179,0.544334729,1
-0.585516052,0.648394978,1
-0.613222014,0.308433305,1
-0.377562669,-0.572470486,1
-0.750370052,0.27688771,1
0.713752584,0.207421661,1
0.625611129,0.940760396,0
0.332538545,-0.78398826,1
0.078333796,-0.808882838,1
-0.420065255,-1.000786703,0
-0.129434476,-0.927014666,1
0.626782182,0.409426946,1
0.202958529,0.784489341,1
0.780991688,0.184353187,1
-0.005512373,-1.05270443,0
0.548821658,0.261725358,1
0.422160772,0.546141041,1
0.000560596,0.803495559,1
0.24709025,-1.075498513,0
0.456791189,-0.614384952,1
-0.837570078,-0.327195578,1
-0.304931919,0.996216705,1
-0.161997823,1.074077056,0
-0.743851379,0.272070011,1
-0.684681613,0.542842927,1
1.007937972,-0.378612559,0
-0.287468095,0.706930549,1
0.481224144,0.966076703,0
-0.616788621,0.69999661,0
-0.389606197,-0.784249865,1
-0.111788949,-0.961506038,0
0.286608141,-1.00790487,0
0.640526825,-0.717153734,0
-1.07545623,0.246731922,0
-0.943800543,0.022250305,0
-0.203457584,0.995538513,0
-0.949923634,-0.144513899,0
0.418674519,0.739435565,0
0.108581814,0.93251904,0
-0.587078192,0.211067432,1
-0.314628717,-0.760270684,1
-0.156413039,1.10482601,0
1.099269776,-0.247061086,0
0.654911774,0.685822288,0
0.644245173,0.388849153,1
-0.112481275,0.868499114,0
0.006259777,1.046322046,0
-0.659340997,-0.648529094,0
0.39021717,-0.974219399,1
0.596927586,-0.993554116,0
0.150402668,-0.865439044,0
0.701630677,-0.316146659,1
-0.449618673,-0.696721108,1
-0.841389273,-0.350366742,0
0.777194447,-0.016780176,1
0.976990563,0.057296791,1
0.846709149,0.466657609,0
-0.874232825,-0.329090129,1
0.006656474,-0.881345138,1
0.081614627,-1.027354665,0
0.675006873,0.802605819,0
0.906732223,0.476668853,0
0.221185461,-1.003935543,0
-0.7042527,-0.104669953,1
0.915064689,0.166390076,0
0.133363268,0.709499072,1
0.061025537,-0.916084302,1
-0.808499186,0.587027226,1
0.316965131,-0.624865373,1
-0.312468938,-1.003511659,0
-0.387525845,-0.82302255,0
0.683805297,-0.937035173,1
0.511325467,-0.826765385,1
-0.87116651,-0.430765169,1
0.580354867,0.637245335,1
-0.675854355,0.446000668,1
0.770844562,-0.446753005,1
-0.395124829,-0.742533992,0
-0.863860071,-0.796582537,0
0.757543102,0.284569396,0
-0.763571521,0.182711544,1
0.392365061,0.978679916,0
-0.106478292,0.751160118,1
0.446236412,-0.559838401,1
0.022876926,-0.990524295,0
0.72539995,0.82982188,0
0.127572525,-0.763679442,1
1.051823054,-0.271887139,0
-0.740952269,0.76523302,0
-0.661694976,0.280293148,1
0.524182972,0.730244907,1
0.436576968,-0.670674433,0
1.033673476,-0.312012084,0
0.330707797,-0.920319214,0
-1.062591724,-0.048747171,0
-0.563036569,-0.420429861,1
-0.710293765,-0.725188215,0
0.859260291,0.294484214,1
0.671966305,-0.082090172,1
-0.468391048,-0.695345419,1
0.609923109,0.406375593,1
0.225757252,0.765234129,1
0.703729175,0.293951228,1
-0.519655306,0.612090136,1
0.428168351,0.645981786,1
-0.696973272,-0.649875912,0
-0.457506137,0.597336841,1
0.066907685,0.545255673,1
0.642300595,0.601652724,1
-0.410047523,-0.78089954,0
-0.158757396,0.95370512,0
0.89881821,0.130841246,0
0.950095313,-0.52180243,0
-0.64305205,-0.101300302,1
0.612006025,-0.302840748,1
-0.856390393,0.61810718,0
-1.026147157,0.277942968,0
-0.986784708,-0.354612599,0
-0.613106508,0.544502923,1
-0.379920292,0.607362134,1
0.700050567,0.411393437,1
0.305699493,-0.691695035,1
-0.091876233,-0.894196061,0
0.453304029,0.917754513,0
-0.666360528,-0.907398223,0
0.95406844,-0.187842698,1
-0.693311279,-0.748509052,0
-0.647204497,0.687217406,0
-0.552714143,-0.61092178,1
0.985243487,-0.326907599,0
0.01345384,0.935153788,1
0.591117806,-0.730773666,0
0.320104619,-0.524477442,1
-0.079486714,-0.693038158,1
-0.768711837,0.371042825,1
-0.64299268,-0.239766899,1
-0.433122578,0.888529266,0
-0.137054885,0.901337378,1
-0.948928558,0.472936078,0
0.344075986,0.750274228,0
0.510035634,-0.395259362,1
-0.864187499,-0.099560077,0
-0.521750246,0.674167673,0
0.620915163,-0.542495908,1
0.608871207,0.575667398,1
0.839407079,0.104422865,1
-0.067834807,-1.118874829,0
-0.064582837,-0.890545801,0
-0.532002627,-0.596735736,1
0.539068302,0.27361559,1
-0.973853497,-0.098729402,1
-0.924773507,0.187869027,0
1.015869337,0.210994197,0
