5.6084,10.3009,-4.8003,-4.3534,0
1.105,7.4432,0.41099,-3.0332,0
3.9292,-2.9156,2.2129,0.30817,0
1.1558,6.4003,1.5506,0.6961,0
2.5581,2.6218,1.8513,0.40257,0
2.7831,10.9796,-3.557,-4.4039,0
3.7635,2.7811,0.66119,0.34179,0
-2.6479,10.1374,-1.331,-5.4707,0
1.0652,8.3682,-1.4004,-1.6509,0
-1.4275,11.8797,0.41613,-6.9978,0
5.7456,10.1808,-4.7857,-4.3366,0
5.086,3.2798,-1.2701,1.1189,0
3.4092,5.4049,-2.5228,-0.89958,0
-0.2361,9.3221,2.1307,-4.3793,0
3.8197,8.9951,-4.383,-4.0327,0
-1.1391,1.8127,6.9144,0.70127,0
4.9249,0.68906,0.77344,1.2095,0
2.5089,6.841,-0.029423,0.44912,0
-0.2062,9.2207,-3.7044,-6.8103,0
3.946,6.8514,-1.5443,-0.5582,0
-0.278,8.1881,-3.1338,-2.5276,0
1.8592,3.2074,-0.15966,-0.26208,0
0.56953,7.6294,1.5754,-3.2233,0
3.4626,-4.449,3.5427,0.15429,0
3.3951,1.1484,2.1401,2.0862,0
5.0429,-0.52974,0.50439,1.106,0
3.7758,7.1783,-1.5195,0.40128,0
4.6562,7.6398,-2.4243,-1.2384,0
4.0948,-2.9674,2.3689,0.75429,0
1.8384,6.063,0.54723,0.51248,0
2.0153,0.43661,4.5864,-0.3151,0
3.5251,0.7201,1.6928,0.64438,0
3.757,-5.4236,3.8255,-1.2526,0
2.5989,3.5178,0.7623,0.81119,0
1.8994,0.97462,4.2265,0.81377,0
0.21084,9.4359,-0.094543,-1.859,0
2.9571,-4.5938,5.9068,0.57196,0
4.6439,-3.3729,2.5976,0.55257,0
3.3577,-4.3062,6.0241,0.18274,0
3.5127,2.9073,1.0579,0.40774,0
2.6562,10.7044,-3.3085,-4.0767,0
-1.3612,10.694,1.7022,-2.9026,0
-0.278,8.1881,-3.1338,-2.5276,0
1.04,-6.9321,8.2888,-1.2991,0
2.1881,2.7356,1.3278,-0.1832,0
4.2756,-2.6528,2.1375,0.94437,0
-0.11996,6.8741,0.91995,-0.6694,0
2.9736,8.7944,-3.6359,-1.3754,0
3.7798,-3.3109,2.6491,0.066365,0
5.3586,3.7557,-1.7345,1.0789,0
1.8373,6.1292,0.84027,0.55257,0
1.2262,0.89599,5.7568,-0.11596,0
-0.048008,-0.56078,7.7215,0.453,0
0.5706,-0.024841,1.2421,-0.56208,0
4.3634,0.46351,1.4281,2.0202,0
3.482,-4.1634,3.5008,-0.078462,0
0.51947,-3.2633,3.0895,-0.98492,0
2.3164,-2.628,3.1529,-0.08622,0
-1.8348,11.0334,3.1863,-4.8888,0
-1.682,-6.8121,7.1398,1.3323,1
-3.4917,-12.1736,14.3689,-0.61639,1
-3.1158,-8.6289,10.4403,0.97153,1
-2.0891,-0.48422,1.704,1.7435,1
-1.6936,2.7852,-2.1835,-1.9276,1
-1.2846,3.2715,-1.7671,-3.2608,1
-0.092194,0.39315,-0.32846,-0.13794,1
-1.0292,-6.3879,5.5255,0.79955,1
-2.2083,-9.1069,8.9991,-0.28406,1
-1.0744,-6.3113,5.355,0.80472,1
-0.51003,-0.23591,0.020273,0.76334,1
-0.36372,3.0439,-3.4816,-2.7836,1
-6.3979,6.4479,1.0836,-6.6176,1
-2.2501,3.3129,-0.88369,-2.8974,1
-1.1859,-1.2519,2.2635,0.77239,1
-1.8076,-8.8131,8.7086,-0.21682,1
-3.3863,-12.9889,13.0545,-2.7202,1
-1.4106,-7.108,5.6454,0.31335,1
-0.21394,-0.68287,0.096532,1.1965,1
0.48797,3.5674,-4.3882,-3.8116,1
-3.8167,5.1401,-0.65063,-5.4306,1
-1.9555,0.20692,1.2473,-0.3707,1
-2.1786,-6.4479,6.0344,-0.20777,1
-2.3299,-9.9532,8.4756,-1.8733,1
0.0031201,-4.0061,1.7956,0.91722,1
1.3518,1.0595,-2.3437,0.39998,1
1.2309,3.8923,-4.8277,-4.0069,1
-5.0301,7.5032,-0.13396,-7.5034,1
-3.0799,0.60836,2.7039,-0.23751,1
-2.2987,-5.227,5.63,0.91722,1
-1.239,-6.541,4.8151,-0.033204,1
0.75896,0.29176,-1.6506,0.83834,1
1.6799,4.2068,-4.5398,-2.3931,1
0.63655,5.2022,-5.2159,-6.1211,1
-6.0598,9.2952,-0.43642,-6.3694,1
-3.518,2.8763,0.1548,-1.2086,1
-2.0336,-1.4092,1.1582,0.36507,1
-0.69745,-1.7672,-0.34474,-0.12372,1
0.75108,1.9161,-3.1098,-0.20518,1
0.84546,3.4826,-3.6307,-1.3961,1
-0.55648,3.2136,-3.3085,-2.7965,1
-3.6817,3.2239,-0.69347,-3.4004,1
-6.7526,8.8172,-0.061983,-3.725,1
-4.577,3.4515,0.66719,-0.94742,1
-2.9883,0.31245,0.45041,0.068951,1
-1.4781,0.14277,-1.1622,-0.48579,1
-0.46651,2.3383,-2.9812,-1.0431,1
-0.8734,1.6533,-2.1964,-0.78061,1
-2.1234,1.1815,-0.55552,-0.81165,1
-2.3142,2.0838,-0.46813,-1.6767,1
-1.4233,-0.98912,2.3586,0.39481,1
-3.0866,-6.6362,10.5405,-0.89182,1
-4.7331,-6.1789,11.388,-1.0741,1
-2.8829,3.8964,-0.1888,-1.1672,1
-0.036127,1.525,-1.4089,-0.76121,1
-1.7104,-4.778,6.2109,0.3974,1
-3.8203,-13.0551,16.9583,-2.3052,1
-3.7181,-8.5089,12.363,-0.95518,1
-2.899,-0.60424,2.6045,1.3776,1
-0.98193,2.7956,-1.2341,-1.5668,1
-0.17296,-1.1816,1.3818,0.7336,1
-1.9409,-8.6848,9.155,0.94049,1
-3.5713,-12.4922,14.8881,-0.47027,1
-2.9915,-6.6258,8.6521,1.8198,1
-1.8483,0.31038,0.77344,1.4189,1
-2.2677,3.2964,-2.2563,-2.4642,1
-0.50816,2.868,-1.8108,-2.2612,1
0.14329,-1.0885,1.0039,0.48791,1
-0.90784,-7.9026,6.7807,0.34179,1
-2.0042,-9.3676,9.3333,-0.10303,1
-0.93587,-5.1008,4.5367,1.3866,1
-0.40804,0.54214,-0.52725,0.6586,1
-0.8172,3.3812,-3.6684,-3.456,1
-4.8392,6.6755,-0.24278,-6.5775,1
-1.2792,2.1376,-0.47584,-1.3974,1
-0.66008,-3.226,3.8058,1.1836,1
-1.7713,-10.7665,10.2184,-1.0043,1
-3.0061,-12.2377,11.9552,-2.1603,1
-1.1022,-5.8395,4.5641,0.68705,1
0.11806,0.39108,-0.98223,0.42843,1
0.11686,3.735,-4.4379,-4.3741,1
-2.7264,3.9213,-0.49212,-3.6371,1
-1.2369,-1.6906,2.518,0.51636,1
-1.8439,-8.6475,7.6796,-0.66682,1
-1.8554,-9.6035,7.7764,-0.97716,1
0.16358,-3.3584,1.3749,1.3569,1
1.5077,1.9596,-3.0584,-0.12243,1
0.67886,4.1199,-4.569,-4.1414,1
-3.9934,5.8333,0.54723,-4.9379,1
-2.3898,-0.78427,3.0141,0.76205,1
-1.7976,-6.7686,6.6753,0.89912,1
-0.70867,-5.5602,4.0483,0.903,1
1.0194,1.1029,-2.3,0.59395,1
1.7875,4.78,-5.1362,-3.2362,1
0.27331,4.8773,-4.9194,-5.8198,1
-5.1661,8.0433,0.044265,-4.4983,1
-2.7028,1.6327,0.83598,-0.091393,1
-1.4904,-2.2183,1.6054,0.89394,1
-0.014902,-1.0243,-0.94024,0.64955,1
0.88992,2.2638,-3.1046,-0.11855,1
1.0637,3.6957,-4.1594,-1.9379,1
-0.8471,3.1329,-3.0112,-2.9388,1
-3.9594,4.0289,-0.35845,-3.8957,1
-5.8818,7.6584,0.5558,-2.9155,1
-3.7747,2.5162,0.83341,-0.30993,1
-2.4198,-0.24418,0.70146,0.41809,1
-0.83535,0.80494,-1.6411,-0.19225,1
-0.30432,2.6528,-2.7756,-0.65647,1
-0.60254,1.7237,-2.1501,-0.77027,1
-2.1059,1.1815,-0.53324,-0.82716,1
-2.0441,1.2271,0.18564,-1.091,1
-1.5621,-2.2121,4.2591,0.27972,1
-3.2305,-7.2135,11.6433,-0.94613,1
-4.8426,-4.9932,10.4052,-0.53104,1
-2.3147,3.6668,-0.6969,-1.2474,1
-0.11716,0.60422,-0.38587,-0.059065,1
-2.0066,-6.719,9.0162,0.099985,1
-3.6961,-13.6779,17.5795,-2.6181,1
-3.6012,-6.5389,10.5234,-0.48967,1
-2.6286,0.18002,1.7956,0.97282,1
-0.82601,2.9611,-1.2864,-1.4647,1
0.31803,-0.99326,1.0947,0.88619,1
-1.4454,-8.4385,8.8483,0.96894,1
-3.1423,-13.0365,15.6773,-0.66165,1
-2.5373,-6.959,8.8054,1.5289,1
-1.366,0.18416,0.90539,1.5806,1
-1.7064,3.3088,-2.2829,-2.1978,1
-2.1668,1.5933,0.045122,-1.678,1
-1.1667,-1.4237,2.9241,0.66119,1
-2.8391,-6.63,10.4849,-0.42113,1
-4.5046,-5.8126,10.8867,-0.52846,1
-2.41,3.7433,-0.40215,-1.2953,1
0.40614,1.3492,-1.4501,-0.55949,1
-1.3887,-4.8773,6.4774,0.34179,1
-3.7503,-13.4586,17.5932,-2.7771,1
-3.5637,-8.3827,12.393,-1.2823,1
-2.5419,-0.65804,2.6842,1.1952,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
