f1,f2,f3,label
-1.325562136,2.131728284,0.223854523,1
-1.425485539,-1.560861416,-0.173521962,0
-1.403394987,0.919193773,-0.440377276,1
-1.611077272,0.614685605,-0.343817961,1
-0.742242379,1.732656986,0.050032627,1
-1.452609896,0.070384608,-1.081667686,1
-1.55342211,1.317930316,-0.073458403,1
0.194270322,-0.507415734,0.93272361,0
-1.974069553,0.837375794,0.589870642,1
1.094246893,0.414619773,1.169417739,0
-1.086983446,1.6887239,-0.416412537,1
1.214304163,1.724958574,0.821274717,0
-1.781683953,0.348024272,-0.649319148,1
1.526461984,1.8276915,1.186655112,0
-1.012772248,0.968606024,-1.434289433,1
-1.472934622,-2.453844583,-0.057078569,0
1.608249477,1.675071604,1.332277793,0
-2.880684779,0.458847379,1.381670076,1
-0.689874881,-0.760355056,0.221718994,0
-2.443032843,-0.123610861,0.422508026,1
-0.467585922,0.243373979,-2.649109943,1
-1.348371552,0.504285743,-1.097171524,1
0.65477189,-0.144281648,1.392494636,0
0.894345698,0.450579276,1.202872519,0
-1.322578433,1.169349249,-0.025875255,1
-1.152649361,1.374524033,-0.492896348,1
-2.248866455,-0.887983829,-1.143751836,1
0.927230687,0.28529637,1.575076946,0
0.985040802,1.091193079,0.44896085,0
1.499200919,1.501005079,1.237027993,0
-1.992754646,0.214184598,-0.183147893,1
1.181670606,0.86096012,1.349306823,0
0.425335544,1.907171097,-1.979771507,1
-1.519366793,0.803787459,-0.138759442,1
-1.013369186,0.787232333,-1.269516407,1
-1.65695159,0.316706356,-0.858772324,1
1.3682439,1.182416998,1.547986657,0
-0.446486334,1.53826452,-1.440898813,1
-0.215589361,1.116054804,-1.918125689,1
0.575847665,-0.368778036,1.555696293,0
-0.143409613,1.91285401,-1.478016578,1
0.189892822,0.001395892,1.011488631,0
1.893106633,1.992168789,1.49595884,0
1.357592644,1.432195669,1.01805083,0
-0.467274631,1.314447521,-1.189048621,1
-0.404320607,-0.357650394,0.297763288,0
-0.835952014,1.625116717,-0.763977782,1
0.070935973,-0.296635239,0.494582312,0
2.574263307,2.549431199,1.846874676,0
-0.016633016,1.777894065,-2.214405183,1
-0.303397109,1.287399717,-1.869092109,1
-2.443152484,1.138863823,1.933391651,1
-0.371089848,1.36392587,-1.757801057,1
1.67656384,1.645555427,1.204606596,0
0.271956129,3.100007903,-1.399379532,1
0.553241501,0.727097067,0.439100657,0
1.316413223,1.539267448,1.037524798,0
1.976707639,1.801606459,1.620211886,0
0.046965964,-0.265872106,0.59587211,0
0.786776743,1.307294698,0.76580652,0
-0.499622203,0.355110938,-2.230225518,1
1.101820036,1.086609559,0.871097266,0
-1.556586495,1.339373323,0.301461092,1
1.260096972,0.904582582,1.146242889,0
1.369838191,1.369110811,1.278984385,0
-1.644099147,0.583949768,-0.754785154,1
1.455136461,1.157055265,1.269805682,0
0.626123659,2.497563113,-1.94517401,1
0.233148383,-0.398824401,0.584518074,0
0.867424935,1.425368606,0.611530712,0
-1.058578274,-0.09626274,-2.069355152,1
1.213091177,1.727557821,1.043953091,0
-1.442552473,0.657074387,-0.2916579,1
1.18928497,1.671587301,1.060530143,0
1.558463851,1.316653414,1.940109496,0
-1.129356494,-1.026070398,-0.156011877,0
-1.86584274,-0.300993819,-0.995027339,1
-0.303739137,1.1881046,-1.640896669,1
-1.367034296,0.852624579,-0.54683963,1
3.041131361,3.717260397,2.048584894,0
-0.437766299,-1.762964986,1.044398398,0
-1.032269767,0.866835604,-0.838197649,1
1.757034096,2.061938677,1.173558577,0
0.08259032,-0.129868506,0.451595164,0
0.848038984,1.086412901,0.783165202,0
0.783997144,0.803695114,0.854735201,0
-1.172542405,0.947332165,-0.502251176,1
1.693284919,1.622875271,1.66429998,0
-1.606967841,0.006308398,-1.266079329,1
-0.773029956,1.896383857,-0.393510008,1
0.032042609,-0.090827,0.888521483,0
1.363773662,1.523356226,0.74105879,0
-0.865101028,0.894192056,-1.213603116,1
1.229834347,1.534386999,0.541359017,0
-0.671485025,1.850975942,-0.793510091,1
-2.789624027,-0.788719693,-0.285735822,1
-0.994342185,0.361999384,-1.445786165,1
0.066182566,0.178696215,0.401473075,0
2.284177565,3.016547384,1.058985813,0
0.68288149,1.9137641,0.491439041,0
-2.762511909,-0.488823053,0.907699893,1
1.235106036,0.979360902,1.23541111,0
-2.434260644,-1.120084381,0.270785109,1
-0.47013908,0.925348252,-2.155918883,1
-0.818234305,-0.760142412,0.417250657,0
-2.152669579,-1.066091667,-1.512067806,1
-1.421333491,-0.085036142,-1.52103747,1
-0.339961959,-0.234092261,0.253917605,0
-0.825348458,1.673318623,-1.434507021,1
-0.882126166,0.823229758,-1.329536246,1
1.723967756,1.448051915,1.002267548,0
-0.164061531,2.527447186,-1.364673086,1
-1.501777827,1.134187041,-0.415537379,1
-0.667028349,1.410833092,-0.973543977,1
-0.701566242,0.68932683,-1.595302994,1
2.233090968,2.420941534,2.016879082,0
1.956955059,2.255304824,1.751658876,0
-1.929614075,0.236195107,-0.199592162,1
-2.022588074,-0.066985658,-0.561528096,1
0.263310372,0.254946321,0.418275382,0
2.527289718,2.468731834,1.730710243,0
-1.880465093,-0.586101016,-1.14658568,1
-0.147896588,-0.60163673,0.728476028,0
2.444213818,1.848029962,1.829340064,0
-1.430886553,0.109217962,-1.440518285,1
1.976432888,0.980597769,1.895422046,0
-0.970248481,-1.388750516,-0.329364382,0
-1.025678088,-0.764889014,0.096775781,0
1.002610128,1.158122206,0.815211626,0
0.829106632,1.276537421,0.957202345,0
1.777016248,2.822313159,1.117908641,0
1.184382423,2.149592959,0.710003496,0
0.174195009,-0.021092909,0.915101215,0
2.353997347,2.315665547,1.346571466,0
0.841259739,0.99556376,0.651421728,0
0.307408106,0.038559006,1.164767435,0
-1.884124975,0.517572371,0.641202579,1
-0.57084255,1.405605879,-1.059386005,1
-0.304649673,0.187252351,-0.117511936,0
-0.98775782,0.124660345,-1.237418811,1
1.306139939,0.716967323,1.516836893,0
0.543047601,0.623750688,0.541449811,0
-2.487617129,-0.796594231,-0.318467693,1
0.081127774,0.31871387,0.851785992,0
-1.953493595,0.294483046,-0.016636503,1
-0.516351963,0.875340082,-2.175296872,1
2.077116015,2.128939687,1.447538956,0
1.32197954,0.955730186,1.315626394,0
-2.132017696,0.07425023,0.29865621,1
-1.235166492,1.274970591,-0.229181189,1
-0.038987967,0.119935538,0.451635146,0
0.135579853,-0.207515471,0.829460766,0
1.400414534,1.964012249,0.709673662,0
2.244438727,2.049433332,1.986166315,0
0.482473306,0.128024383,0.670474999,0
-0.874233537,0.867651885,-1.499190764,1
-1.106106801,-1.095822655,-0.153151428,0
-0.051231577,-0.34028307,0.669366881,0
-0.291533772,1.716763638,-1.461377819,1
0.941374451,0.573283776,1.351814282,0
-0.126055335,-1.200322597,1.200864383,0
-0.513390381,-0.235468416,-0.038808068,0
0.775064573,1.257182695,0.339083425,0
-2.814445899,-0.855411869,0.136702056,1
-0.790959503,0.8491904,-1.456887895,1
-0.967636932,0.962255213,-0.449126989,1
1.35657701,0.912629059,1.263389105,0
-0.626115406,1.255459238,-1.474945938,1
-1.55358907,0.761030761,-0.573822425,1
-1.543865316,0.062970289,-0.571495488,1
1.69091966,2.110931036,1.412407312,0
-2.180537507,-0.577338311,-0.674744134,1
-0.372365479,-0.966294618,0.394317638,0
-1.934616115,-0.233520794,-0.685901928,1
-1.419108258,0.245435953,-0.810945361,1
0.2332593,0.014871024,1.137540793,0
0.894131306,1.728935043,0.705175639,0
-1.023692417,1.534206987,-0.427244637,1
0.379736225,-0.024964243,0.798316656,0
-1.156698643,1.143306573,-0.146677535,1
-1.309884319,1.182625367,-0.841477992,1
1.659940193,0.655013278,1.777500605,0
-1.218735597,-0.686139497,-2.332478068,1
-1.504404066,0.719809098,-0.843432823,1
-0.051080352,1.835353586,-2.070341571,1
-0.317342541,1.682660014,-1.4530624,1
1.595169259,2.547923436,1.114642722,0
0.823582426,0.573307117,0.746134042,0
0.213582631,1.096134507,0.455574976,0
0.980242814,-0.13612369,1.343686352,0
-2.205092023,-0.362019059,-0.296691867,1
0.558237316,1.188278324,0.484233125,0
1.534193098,1.281085319,1.661791362,0
-1.329361447,-0.587527254,-2.044788943,1
-0.2005992,1.286668336,-2.400967805,1
1.3148531,1.387281422,1.216081181,0
1.386736971,1.206832569,1.16719255,0
-0.929178225,0.674376752,-1.540815305,1
-1.365735025,0.304312829,-1.230063584,1
-0.677637836,0.775546199,-1.571932368,1
-1.268706546,0.593160867,-0.963865414,1
2.317884803,1.619937034,2.0341022,0
0.025462004,0.165215498,0.268611299,0
0.132471932,-0.325116556,0.907553466,0
-0.162088941,2.261109682,-1.073698612,1
0.001093274,-0.371132387,0.488150475,0
-1.225640052,0.09163918,-1.468472238,1
0.245489144,0.939563,0.560919914,0
1.414017476,1.305619075,1.045195232,0
1.487922339,1.811411512,1.302100929,0
2.735783074,2.785299062,1.221951368,0
-0.83892457,0.832795597,-0.749753501,1
0.988334784,1.203121229,1.118061606,0
-1.656756337,-0.290813227,-0.713167723,1
0.147760338,-0.223905388,0.662470855,0
-0.418109023,1.603858645,-0.912327655,1
1.077886371,2.03853291,0.499132597,0
-0.55989558,1.612955104,-0.968478777,1
-1.388712239,0.737167574,-0.524685914,1
-1.05773623,1.304862198,-0.249838022,1
0.104734997,2.668725884,-1.483413968,1
1.605743943,1.194834497,1.88000274,0
1.187640271,1.94732262,0.978540803,0
0.793539393,0.313918534,1.220743588,0
-1.846991989,0.111202514,-0.387248441,1
-0.835024342,1.063219636,-1.057968538,1
-2.006530357,0.694183249,-0.013457662,1
0.207211336,2.823564743,-1.373108131,1
-1.156095907,1.493701143,-0.775773108,1
1.360267497,2.11864291,1.366360201,0
-0.729230647,1.357232572,-1.103662297,1
2.084671086,2.330386264,1.128342906,0
0.14236718,2.094393078,-1.635572692,1
-1.920427022,-1.173813029,-1.562829897,1
2.159625733,1.398533606,1.801098173,0
-0.066684549,2.805291065,-0.766942084,1
-1.429956603,1.502883297,0.110995437,1
0.833387873,0.979554911,0.805227187,0
-1.677487234,0.280294907,-0.368897812,1
1.710399914,1.88761533,1.688601392,0
1.518448178,1.723351178,1.506641529,0
2.196939163,2.261032,1.975754553,0
-0.088360603,2.993857156,-0.312232191,1
-0.453296464,1.829101741,-1.050553781,1
2.002558971,2.317539677,1.784092493,0
-0.070330497,0.361166819,1.84E-05,0
1.279366984,1.731519118,1.469386045,0
1.569327237,1.68471177,1.125640915,0
0.556453957,0.408710251,1.004889104,0
1.730661719,2.743769763,0.803588273,0
0.110790673,0.016645421,0.286017771,0
-0.367875958,2.291299823,-1.07789797,1
-2.108967422,0.672837248,0.148456514,1
-0.858010846,0.931805678,-1.328021292,1
0.506220756,0.844470007,0.415407682,0
-0.029372422,2.207420801,-1.016180796,1
-1.604314745,0.11248084,-0.328314717,1
2.836832025,2.881672184,1.770045301,0
-1.239436954,0.745449773,-0.774105059,1
2.629545406,3.355119421,1.777587745,0
2.072148553,2.649184025,1.139522618,0
1.687780488,1.883993161,1.041886847,0
0.945095212,2.147288017,0.573990748,0
-0.366550201,-0.53153223,0.64941146,0
-2.100254781,0.245963683,0.296074654,1
-1.436727477,1.23208574,-0.179019198,1
-1.685859835,0.50036669,-0.443967703,1
1.290937257,1.81135315,0.850605051,0
-1.288456047,0.722752481,-1.166391126,1
-2.411017144,0.085508304,0.2639592,1
-2.35752026,0.329702626,0.685600772,1
-0.022567762,2.848025755,-0.803810147,1
1.114092302,1.251982491,1.019393416,0
0.389712884,0.590570324,1.040408586,0
1.424406252,1.376351433,1.392530635,0
-1.761830672,-0.050856736,-0.418001282,1
-1.359094492,-0.207509421,-1.182760619,1
0.828691718,1.255630937,0.711976844,0
1.817535659,1.902395436,1.570660584,0
1.385612663,0.720422785,1.320989186,0
-1.869173735,0.462721779,-0.697408289,1
0.90307941,0.923064796,1.181833022,0
-0.398923998,1.541966243,-1.248527113,1
1.123640788,0.689618873,1.184390938,0
0.228804219,0.318974796,0.233619433,0
-1.950541297,0.468292142,-0.031013073,1
-0.083055708,0.088583392,0.397516783,0
-0.232922171,1.901884267,-1.694685222,1
0.079779062,0.16958655,0.24595833,0
-0.94090772,1.172905708,-0.821074943,1
-1.073771562,0.100618157,-1.611565987,1
-1.473447409,0.28798142,-1.022541955,1
1.288205647,1.489494833,1.055622775,0
1.213600414,1.009867649,0.978259741,0
1.309266309,1.298996265,1.287564365,0
0.117196612,0.637703806,0.143095,0
-0.909114746,0.987257844,-0.928210072,1
-1.964078579,0.251149839,0.039546871,1
2.152402595,2.38679798,1.504654266,0
-0.633409938,1.89077934,-1.197293444,1
-1.108509702,0.864347169,-0.983316371,1
-1.143744954,1.205288246,-0.640541309,1
1.014381111,0.922139665,0.926010699,0
0.163083321,2.520260767,-1.772472398,1
-0.229302886,1.755113143,-1.550639605,1
-1.236765792,1.203324153,-0.41160084,1
1.684547827,1.944440298,1.63183632,0
0.931383119,1.123206393,1.077579385,0
-0.406530044,1.232990941,-1.919856358,1
0.921475002,0.841155686,0.989702871,0
-1.25175062,-0.614677824,-2.180789009,1
1.072256573,1.045458317,0.691115635,0
-0.129698191,-0.292650819,1.068458207,0
1.572201977,0.639571116,1.283758752,0
-1.256610168,0.266341805,-1.488341255,1
-1.591176463,-0.265770008,-1.392545433,1
0.50819211,2.520454511,-1.618560488,1
1.015109688,0.644084294,1.001644575,0
1.523518309,1.145232033,1.003695084,0
-2.066246292,1.028326961,0.431399053,1
1.594554245,1.860172186,1.336251802,0
1.128774458,1.472097231,0.75599255,0
1.867811064,2.706305701,0.682683794,0
-1.360306442,-0.529097905,-2.150077831,1
-0.899026207,0.743626736,-0.918714835,1
-0.594983716,2.037066658,-0.722237893,1
0.939118117,2.241199111,0.55108112,0
2.052272602,0.226038258,1.958456188,0
-2.679029276,-1.383056802,-0.552274873,1
3.171573628,2.786917632,2.35060035,0
0.594452325,0.72888627,0.822995685,0
-0.989283692,0.378049473,-1.798767029,1
0.167942292,2.329815543,-1.39588312,1
1.672369536,1.599761196,1.127358401,0
1.814782222,1.054696582,1.917637293,0
-0.847666672,1.433272997,-0.413279499,1
0.679520059,0.334960208,0.794900251,0
0.101383683,0.190845124,0.833582759,0
1.807765155,1.786685373,1.396005204,0
-2.140465074,-0.882459671,-1.015476205,1
-0.410820232,0.809867758,-1.936871123,1
-0.201887961,1.586446052,-1.357662029,1
0.357813154,1.739915476,-2.713237274,1
2.383425927,2.173713661,1.410971298,0
-1.849337832,-0.13588794,-0.560277113,1
1.122414708,1.651467301,0.787456121,0
-1.124988923,1.511624581,-0.389251164,1
-1.571984075,1.12413297,-0.10871031,1
0.600659044,1.197601967,0.826923115,0
-0.375461325,2.27526361,-0.656599316,1
0.62358289,0.674710853,0.847370052,0
2.14819331,1.895164175,1.840527638,0
0.816474066,1.405803834,0.407272154,0
-2.101436698,0.033786549,-0.703490614,1
0.269915902,0.324013616,0.539204654,0
-0.558023064,1.016711394,-2.084187902,1
-1.452320331,1.081799281,-0.146004666,1
-0.748005641,2.0302772,-1.206544321,1
0.574637798,1.864582895,-2.659434042,1
-1.463689332,-0.041815685,-1.273143564,1
-0.031617227,0.063688787,0.664753941,0
-1.864655192,0.351170523,-0.232483468,1
1.593529136,1.766432505,1.691690138,0
0.353236816,0.082658756,0.792693457,0
-0.383650062,0.996244656,-1.928058391,1
-0.895748917,1.354242628,-1.2827323,1
-2.218673808,0.295300648,0.206003256,1
1.336434316,1.877324608,0.909406411,0
-1.275136596,1.335049261,0.02217761,1
-0.499041437,0.376253278,0.126444535,0
-1.770553331,-0.13472075,-0.846245418,1
0.171082656,1.863054719,-2.255211874,1
0.426381472,0.91283053,0.35456839,0
-1.985939641,0.366662018,-0.051649862,1
-2.345243787,0.162623883,-0.097713919,1
0.43144358,-0.237018071,1.208174456,0
1.888041054,1.060329262,1.770542291,0
0.884804327,0.267844723,0.750528028,0
0.706921244,0.482854521,0.966590998,0
-1.399590797,1.340589522,0.377719863,1
0.037114159,-0.480514005,0.922645401,0
-2.584672104,0.73884534,1.055832911,1
-0.457984301,2.056148939,-0.591745418,1
-1.284523844,-0.083253543,-1.81427446,1
-0.62734884,1.526407029,-1.095448256,1
1.3563149,1.733533139,1.230458407,0
-1.07370576,0.732981993,-0.854042364,1
1.610432872,1.904735409,1.736162531,0
-1.862850407,0.325754518,-0.570066259,1
0.723318669,0.796243317,0.847909438,0
0.335858015,1.147643328,0.459673988,0
1.475084298,1.03445512,1.475621884,0
-0.513794494,-1.168730722,0.701592555,0
-0.744482566,1.232974259,-0.565058709,1
1.283368738,1.418908064,1.149876207,0
-0.945633937,0.608397848,-1.414350641,1
-0.365602607,1.375777491,-2.143281222,1
-1.364197792,0.325397701,-1.075312972,1
1.19508664,1.946832247,1.319668088,0
1.787746938,1.729008368,1.163716733,0
-1.040567801,0.651424223,-1.709014844,1
0.074943752,1.789826892,-1.667115805,1
-0.701172173,1.678397913,-0.994103066,1
0.678638151,1.842841264,0.162752081,0
0.332958968,0.405112528,0.295427025,0
-0.853241424,0.350644121,-1.287025041,1
1.137629861,0.774940174,1.189790743,0
-0.554319413,1.044749151,-1.66491154,1
1.625678351,1.964589235,1.207840374,1
0.273479452,1.934794204,-2.134013937,1
-0.847536724,1.514648001,-1.122730737,1
-1.123264746,1.369930471,-0.024922183,0
-0.380968691,1.449987825,-1.430713532,1
0.821034439,-0.524673316,1.660732299,0
0.335350601,-0.214816946,0.828796132,0
-1.246750755,0.85836247,-1.195803314,1
-0.581075284,1.14500029,-1.483422189,1
-1.345862165,1.045872361,-0.395150782,1
1.332157092,1.85980644,1.130812576,0
-1.452011391,0.194445678,-1.463687991,1
-1.04975686,-0.125640443,-2.029904365,1
3.49607086,3.573045287,2.198175193,0
-1.668042259,0.067543735,-0.659356829,1
1.262157026,0.333973453,1.287515888,0
-1.291073401,0.759484995,-0.470462715,1
1.348769856,1.26345796,1.342473658,0
-2.023133033,-0.40632439,0.183269907,1
-1.865618471,0.21291046,-0.282574134,1
2.042663148,2.222368832,1.541020831,0
0.717220965,0.793707798,0.965069794,0
-0.98931877,1.561645404,-0.898840198,1
-0.357177233,1.94651354,-1.12180504,1
0.484018646,-0.155908477,0.792247595,0
-0.842506971,1.204831649,-0.604428757,1
0.409174025,0.593215755,0.179710841,0
-0.162511327,-0.635785716,0.642221477,0
-1.63356887,0.562001607,-0.094518339,1
1.004500514,0.468090484,1.485350876,0
-1.234177904,-0.049377147,-1.52546101,1
0.428178294,2.057803187,-2.559366453,1
0.497145079,0.709951855,0.865153494,0
-2.085093829,0.482936213,0.149832877,1
-1.113294069,0.120493476,-1.716659148,1
0.293068328,1.047819202,-2.98887883,1
0.155477038,0.490673995,0.787545689,0
1.473885958,0.947272286,1.291021697,0
0.02585141,0.268630965,-0.049994644,0
1.622962119,1.934249952,1.32615755,0
0.705057278,3.583282051,-1.305293384,1
